qacc	sacc	bitscore	evalue	sscinames
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_042200	348	1.24e-95	Enterocloster asparagiformis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_024993	348	1.24e-95	[Clostridium] fimetarium
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_044289	348	1.24e-95	Enterocloster lavalensis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_118667	346	4.48e-95	Lachnospira pectinoschiza
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_152095	342	5.79e-94	Herbinix luporum
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_179627	342	5.79e-94	Konateibacter massiliensis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_074652	342	5.79e-94	Lachnoclostridium phytofermentans
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_137405	337	2.69e-92	Anaerobium acetethylicum
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_025390	337	2.69e-92	Parasporobacterium paucivorans
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_104842	337	2.69e-92	Eubacterium uniforme
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_156081	331	1.25e-90	Kineothrix alysoides
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_156079	331	1.25e-90	Kineothrix alysoides
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_156078	331	1.25e-90	Kineothrix alysoides
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_159147	331	1.25e-90	Caecibacterium sporoformans
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_113319	331	1.25e-90	Anaerostipes butyraticus
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_116863	331	1.25e-90	Anaerostipes butyraticus
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_136763	329	4.51e-90	Herbinix hemicellulosilytica
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_117139	326	5.83e-89	Anaerostipes hadrus
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_117138	326	5.83e-89	Anaerostipes hadrus
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_144608	326	5.83e-89	Cuneatibacter caecimuris
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_121686	326	5.83e-89	[Bacteroides] pectinophilus
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_156080	326	5.83e-89	Kineothrix alysoides
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_156077	326	5.83e-89	Kineothrix alysoides
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_173637	326	5.83e-89	Variimorphobacter saccharofermentans
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_074613	326	5.83e-89	[Eubacterium] eligens ATCC 27750
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_104799	326	5.83e-89	Anaerostipes hadrus
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_026103	326	5.83e-89	Anaeromicropila populeti
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_181395	320	2.71e-87	Qiania dongpingensis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_118128	320	2.71e-87	Enterocloster clostridioformis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_113410	320	2.71e-87	Enterocloster bolteae
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_179538	320	2.71e-87	Lachnoclostridium urinimassiliense
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_151894	320	2.71e-87	Anaerotaenia torta
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_025567	320	2.71e-87	Enterocloster bolteae
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_044049	320	2.71e-87	Coprococcus eutactus
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_119085	318	9.76e-87	[Clostridium] polysaccharolyticum
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_118673	316	3.51e-86	Anaerobutyricum hallii
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_144731	315	1.26e-85	Eisenbergiella massiliensis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_181215	315	1.26e-85	Anaerostipes faecalis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_180800	315	1.26e-85	Eisenbergiella porci
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_180797	315	1.26e-85	Clostridium porci
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_180671	315	1.26e-85	Mediterraneibacter catenae
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_180620	315	1.26e-85	Sellimonas monacensis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_180048	315	1.26e-85	Clostridium indicum
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_144610	315	1.26e-85	Extibacter muris
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_179560	315	1.26e-85	Lachnoclostridium phocaeense
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_156907	315	1.26e-85	Faecalimonas umbilicata
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_112174	315	1.26e-85	[Clostridium] sphenoides JCM 1415
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_157642	315	1.26e-85	Merdimonas faecis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_147396	315	1.26e-85	Lachnoclostridium pacaense
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_178356	315	1.26e-85	Clostridium geopurificans
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_178281	315	1.26e-85	Anaerobutyricum soehngenii
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_178255	315	1.26e-85	Fusimonas intestini
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_043681	315	1.26e-85	Enterocloster citroniae
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_134091	315	1.26e-85	Mobilitalea sibirica
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_118643	315	1.26e-85	Eisenbergiella tayi
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_125677	315	1.26e-85	Vallitalea pronyensis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_152688	315	1.26e-85	Falcatimonas natans
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_028726	315	1.26e-85	Lacrimispora algidixylanolytica
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_024917	315	1.26e-85	[Clostridium] methoxybenzovorans SR3
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_026409	315	1.26e-85	Lacrimispora sphenoides
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_112654	315	1.26e-85	[Clostridium] celerecrescens 18A
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_037068	315	1.26e-85	Lacrimispora xylanolytica
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_115211	315	1.26e-85	Lacrimispora amygdalina
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_025127	315	1.26e-85	Lachnobacterium bovis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_026100	315	1.26e-85	[Clostridium] celerecrescens 18A
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_044715	311	1.63e-84	Enterocloster clostridioformis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_181394	309	5.87e-84	Jutongia huaianensis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_181391	309	5.87e-84	Wujia chipingensis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_118354	309	5.87e-84	Syntrophococcus sucromutans
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_117645	309	5.87e-84	Vallitalea guaymasensis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_179587	309	5.87e-84	Lachnoclostridium edouardi
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_112089	309	5.87e-84	[Clostridium] hylemonae DSM 15053
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_179434	309	5.87e-84	Mediterraneibacter massiliensis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_108636	309	5.87e-84	Natranaerovirga pectinivora
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_148837	309	5.87e-84	Abyssivirga alkaniphila
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_148624	309	5.87e-84	Sellimonas intestinalis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_144722	309	5.87e-84	Drancourtella massiliensis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_179173	309	5.87e-84	Clostridium fessum
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_178536	309	5.87e-84	Anaerostipes rhamnosivorans
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_178380	309	5.87e-84	Clostridium indicum
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_036869	309	5.87e-84	Syntrophococcus sucromutans
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_102852	309	5.87e-84	Lacrimispora saccharolytica
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_026494	309	5.87e-84	Lacrimispora saccharolytica
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_026493	309	5.87e-84	Lacrimispora indolis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_104783	309	5.87e-84	Acetivibrio ethanolgignens
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_036928	309	5.87e-84	Hungatella hathewayi
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_119068	307	2.11e-83	Lacrimispora aerotolerans
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_024719	307	2.11e-83	[Clostridium] hylemonae
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_036777	305	7.60e-83	[Ruminococcus] torques
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_181881	303	2.73e-82	Anaerostipes faecis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_181406	303	2.73e-82	Diplocloster modestus
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_181393	303	2.73e-82	Jutongia hominis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_133762	303	2.73e-82	Hungatella effluvii
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_180833	303	2.73e-82	Waltera intestinalis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_119287	303	2.73e-82	Syntrophococcus sucromutans
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_119035	303	2.73e-82	[Clostridium] sphenoides JCM 1415
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_147406	303	2.73e-82	Mordavella massiliensis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_179135	303	2.73e-82	Anaerostipes hominis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_178367	303	2.73e-82	Catenibacillus scindens
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_043680	303	2.73e-82	Enterocloster aldenensis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_104899	303	2.73e-82	Hungatella xylanolytica
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_028915	303	2.73e-82	Anaerostipes caccae
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_024661	303	2.73e-82	Eubacterium ruminantium
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_104735	303	2.73e-82	Butyrivibrio crossotus
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_043551	303	2.73e-82	Lactonifactor longoviformis
M00967:43:000000000-A3JHG:1:1101:11666:7824	NR_024750	300	3.54e-81	Coprococcus catus
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_044972	392	5.67e-109	Sporobacter termitidis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_179330	375	5.71e-104	Vescimonas coprocola
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_179329	370	2.66e-102	Vescimonas fastidiosa
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_025025	361	1.60e-99	Papillibacter cinnamivorans
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_159227	359	5.75e-99	Monoglobus pectinilyticus
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_181757	353	2.68e-97	Dysosmobacter acutus
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_118156	348	1.24e-95	Oscillibacter ruminantium GH1
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_026204	344	1.61e-94	[Clostridium] viride
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_176530	342	5.79e-94	Dysosmobacter welbionis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_179526	342	5.79e-94	Oscillibacter massiliensis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_074793	342	5.79e-94	Oscillibacter valericigenes
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_041340	342	5.79e-94	Oscillibacter valericigenes
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_180617	337	2.69e-92	Ructibacterium gallinarum
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_179331	337	2.69e-92	Pusillibacter faecalis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_113360	331	1.25e-90	Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_180986	331	1.25e-90	Sporofaciens musculi
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_179531	331	1.25e-90	Marseillibacter massiliensis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_144611	331	1.25e-90	Flintibacter butyricus
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_117111	331	1.25e-90	Ruminiclostridium cellobioparum subsp. termitidis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_026104	331	1.25e-90	Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_025917	329	4.51e-90	Acetivibrio cellulolyticus
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_181384	326	5.83e-89	Feifania hominis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_181358	326	5.83e-89	Faecalicatena absiana
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_144607	326	5.83e-89	Blautia caecimuris
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_028785	326	5.83e-89	[Clostridium] scindens
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_024829	326	5.83e-89	Acetivibrio straminisolvens
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_119285	320	2.71e-87	[Clostridium] scindens
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_118692	320	2.71e-87	Blautia obeum ATCC 29174
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_179418	320	2.71e-87	Intestinimonas massiliensis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NG_041947	320	2.71e-87	Ruminiclostridium cellulolyticum H10
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_102768	320	2.71e-87	Ruminiclostridium cellulolyticum
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_118554	320	2.71e-87	Intestinimonas butyriciproducens
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_178871	320	2.71e-87	Petroclostridium xylanilyticum
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_029356	320	2.71e-87	Flavonifractor plautii
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_112037	320	2.71e-87	Ruminiclostridium josui
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_115345	320	2.71e-87	Acetivibrio alkalicellulosi
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_043142	320	2.71e-87	Flavonifractor plautii
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_044713	318	9.76e-87	Acetitomaculum ruminis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_181402	315	1.26e-85	Blautia intestinalis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_180803	315	1.26e-85	Suipraeoptans intestinalis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_180563	315	1.26e-85	Ruminiclostridium herbifermentans
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_180334	315	1.26e-85	Blautia intestinalis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_180309	315	1.26e-85	Acetivibrio mesophilus
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_118690	315	1.26e-85	[Ruminococcus] gnavus ATCC 29149
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_112051	315	1.26e-85	[Clostridium] scindens
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_125464	315	1.26e-85	Anaerobacterium chartisolvens
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_074629	315	1.26e-85	Acetivibrio thermocellus
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_102987	315	1.26e-85	Acetivibrio clariflavus DSM 19732
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_117165	315	1.26e-85	Ruminiclostridium hungatei
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_117164	315	1.26e-85	Ruminiclostridium hungatei
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_117163	315	1.26e-85	Ruminiclostridium hungatei
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_117162	315	1.26e-85	Ruminiclostridium hungatei
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_036800	315	1.26e-85	[Ruminococcus] gnavus ATCC 29149
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_025918	315	1.26e-85	Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_113157	315	1.26e-85	Acetivibrio thermocellus
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_041235	315	1.26e-85	Acetivibrio clariflavus DSM 19732
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_181403	309	5.87e-84	Roseburia lenta
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_181397	309	5.87e-84	Jingyaoa shaoxingensis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_180619	309	5.87e-84	Pseudoflavonifractor gallinarum
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_144617	309	5.87e-84	Muricomes intestini
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_179423	309	5.87e-84	Intestinimonas timonensis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_147371	309	5.87e-84	Intestinibacillus massiliensis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_027579	309	5.87e-84	[Ruminococcus] lactaris ATCC 29176
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_113231	309	5.87e-84	Blautia glucerasea
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_112789	309	5.87e-84	Blautia glucerasea
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_114425	309	5.87e-84	Ruminiclostridium hungatei
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_041236	309	5.87e-84	Lutispora thermophila DSM 19022
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_041497	309	5.87e-84	Ruminiclostridium sufflavum
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_044490	309	5.87e-84	Butyricicoccus pullicaecorum
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_026102	309	5.87e-84	Ruminiclostridium papyrosolvens DSM 2782
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_181394	303	2.73e-82	Jutongia huaianensis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_181393	303	2.73e-82	Jutongia hominis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_041960	303	2.73e-82	Blautia luti
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_156907	303	2.73e-82	Faecalimonas umbilicata
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_112089	303	2.73e-82	[Clostridium] hylemonae DSM 15053
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_179410	303	2.73e-82	Clostridium phoceensis
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_179276	303	2.73e-82	Mediterraneibacter butyricigenes
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_171444	303	2.73e-82	Blautia argi
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_114392	303	2.73e-82	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_171392	303	2.73e-82	Blautia argi
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_171390	303	2.73e-82	Blautia argi
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_117131	303	2.73e-82	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_117130	303	2.73e-82	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_117129	303	2.73e-82	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_117128	303	2.73e-82	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_117127	303	2.73e-82	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_117126	303	2.73e-82	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_024661	303	2.73e-82	Eubacterium ruminantium
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_104737	303	2.73e-82	Eubacterium oxidoreducens
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_104735	303	2.73e-82	Butyrivibrio crossotus
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_116747	303	2.73e-82	[Ruminococcus] faecis JCM 15917
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_025206	303	2.73e-82	Hespellia porcina
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_026099	303	2.73e-82	Acetivibrio aldrichii
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_171388	302	9.83e-82	Blautia argi
M00967:43:000000000-A3JHG:1:1101:19252:7867	NR_024719	302	9.83e-82	[Clostridium] hylemonae
M00967:43:000000000-A3JHG:1:1101:15314:8018	NR_180717	364	1.24e-100	Heminiphilus faecis
M00967:43:000000000-A3JHG:1:1101:15314:8018	NR_180431	359	5.75e-99	Muribaculum gordoncarteri
M00967:43:000000000-A3JHG:1:1101:15314:8018	NR_181880	348	1.24e-95	Sangeribacter muris
M00967:43:000000000-A3JHG:1:1101:15314:8018	NR_144616	348	1.24e-95	Muribaculum intestinale
M00967:43:000000000-A3JHG:1:1101:15314:8018	NR_181879	342	5.79e-94	Duncaniella muricolitica
M00967:43:000000000-A3JHG:1:1101:15314:8018	NR_179976	342	5.79e-94	Paramuribaculum intestinale
M00967:43:000000000-A3JHG:1:1101:15314:8018	NR_179975	315	1.26e-85	Duncaniella muris
M00967:43:000000000-A3JHG:1:1101:5885:8193	NR_181879	381	1.23e-105	Duncaniella muricolitica
M00967:43:000000000-A3JHG:1:1101:5885:8193	NR_170509	375	5.71e-104	Duncaniella freteri
M00967:43:000000000-A3JHG:1:1101:5885:8193	NR_180717	364	1.24e-100	Heminiphilus faecis
M00967:43:000000000-A3JHG:1:1101:5885:8193	NR_179975	364	1.24e-100	Duncaniella muris
M00967:43:000000000-A3JHG:1:1101:5885:8193	NR_180431	359	5.75e-99	Muribaculum gordoncarteri
M00967:43:000000000-A3JHG:1:1101:5885:8193	NR_179976	359	5.75e-99	Paramuribaculum intestinale
M00967:43:000000000-A3JHG:1:1101:5885:8193	NR_144616	342	5.79e-94	Muribaculum intestinale
M00967:43:000000000-A3JHG:1:1101:5885:8193	NR_181880	326	5.83e-89	Sangeribacter muris
M00967:43:000000000-A3JHG:1:1101:21492:8356	NR_144616	320	2.71e-87	Muribaculum intestinale
M00967:43:000000000-A3JHG:1:1101:21492:8356	NR_179976	315	1.26e-85	Paramuribaculum intestinale
M00967:43:000000000-A3JHG:1:1101:21492:8356	NR_180431	309	5.87e-84	Muribaculum gordoncarteri
M00967:43:000000000-A3JHG:1:1101:21492:8356	NR_181880	303	2.73e-82	Sangeribacter muris
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_144617	387	2.64e-107	Muricomes intestini
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_179538	387	2.64e-107	Lachnoclostridium urinimassiliense
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_118128	381	1.23e-105	Enterocloster clostridioformis
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_113410	381	1.23e-105	Enterocloster bolteae
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_025567	381	1.23e-105	Enterocloster bolteae
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_181263	375	5.71e-104	Faecalicatena faecalis
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_180825	375	5.71e-104	Roseburia porci
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_043681	375	5.71e-104	Enterocloster citroniae
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_114392	375	5.71e-104	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_159147	375	5.71e-104	Caecibacterium sporoformans
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_117131	375	5.71e-104	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_117130	375	5.71e-104	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_117129	375	5.71e-104	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_117128	375	5.71e-104	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_117127	375	5.71e-104	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_117126	375	5.71e-104	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_044715	372	7.39e-103	Enterocloster clostridioformis
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_144612	370	2.66e-102	Frisingicoccus caecimuris
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_156907	370	2.66e-102	Faecalimonas umbilicata
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_152688	370	2.66e-102	Falcatimonas natans
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_025127	370	2.66e-102	Lachnobacterium bovis
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_181407	364	1.24e-100	Diplocloster agilis
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_180823	364	1.24e-100	Velocimicrobium porci
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_179638	364	1.24e-100	Dorea phocaeensis
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_112089	364	1.24e-100	[Clostridium] hylemonae DSM 15053
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_179276	364	1.24e-100	Mediterraneibacter butyricigenes
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_043551	364	1.24e-100	Lactonifactor longoviformis
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_025206	364	1.24e-100	Hespellia porcina
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_024719	363	4.45e-100	[Clostridium] hylemonae
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_118670	361	1.60e-99	Eubacterium ventriosum
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_181398	359	5.75e-99	Wansuia hejianensis
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_118354	359	5.75e-99	Syntrophococcus sucromutans
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_042008	359	5.75e-99	Roseburia hominis A2-183
M00967:43:000000000-A3JHG:1:1101:14364:8401	NR_147396	359	5.75e-99	Lachnoclostridium pacaense
